Theme,Name,Gender,Usage,Meanings
Royal,ELISSA (1),f,Roman Mythology,"Meaning unknown (possibly Phoenician in origin). This is another name of Dido, the legendary queen of Carthage."
Royal,ELIZABETH,f,"English, Biblical","From Ἐλισάβετ (Elisabet), the Greek form of the Hebrew name אֱלִישֶׁבַע ('Elisheva') meaning ""my God is an oath"", derived from the roots אֵל ('el) referring to the Hebrew God and שָׁבַע (shava') meaning ""oath"". The Hebrew form appears in the Old Testament where Elisheba is the wife of Aaron, while the Greek form appears in the New Testament where Elizabeth is the mother of John the Baptist.... [more]"
Royal,ELNATHAN,m,Biblical,"From Hebrew אֶלְנָתָן ('Elnatan) meaning ""God has given"". In the Old Testament this is the name of both a grandfather of King Jehoiachin and a son of Akbor."
Royal,EMMA,f,"English, French, Italian, Spanish, Catalan, Swedish, Norwegian, Danish, Icelandic, Finnish, Dutch, German, Hungarian, Ancient Germanic","Originally a short form of Germanic names that began with the element ermen meaning ""whole"" or ""universal"". It was introduced to England by Emma of Normandy, who was the wife both of King Ethelred II (and by him the mother of Edward the Confessor) and later of King Canute. It was also borne by an 11th-century Austrian saint, who is sometimes called Hemma.... [more]"
Royal,EMPERATRIZ,f,Spanish,"Means ""empress"" in Spanish."
Royal,EMYR,m,Welsh,"Means ""king, lord"" in Welsh."
Royal,ENEKO,m,Basque,"Possibly derived from Basque ene ""my"" and ko, a diminutive suffix. This was the name of the first king of Pamplona or Navarre (9th century), whose name is usually rendered as Íñigo."
Royal,ÉOWYN,f,Literature,"Means ""horse joy"" in Old English. This name was invented by J. R. R. Tolkien who used Old English to represent the Rohirric language. In his novel The Lord of the Rings (1954) Eowyn is the niece of King Theoden of Rohan. She slays the Lord of the Nazgul in the Battle of the Pelennor Fields."
Royal,EPIPHANES,m,Ancient Greek,"Means ""appearing, manifesting"" in Greek. This was an epithet of two 2nd-century BC Hellenistic rulers: the Seleucid king Antiochus IV and the Ptolemaic king Ptolemy V."
Royal,ERESHKIGAL,f,Sumerian Mythology,"Means ""lady of the great earth"", from Sumerian 𒊩𒌆 (ereš) meaning ""lady, queen"" combined with 𒆠 (ki) meaning ""earth"" and 𒃲 (gal) meaning ""great, big"". In Sumerian mythology she was the goddess of death and the underworld."
Royal,ERIK,m,"Swedish, Norwegian, Danish, Finnish, Estonian, Czech, Slovak, Slovene, Croatian, Hungarian, German, Dutch, English","Scandinavian form of ERIC. This was the name of kings of Sweden, Denmark and Norway. King Erik IX of Sweden (12th century) is the patron saint of that country."
Royal,ERMENRICH,m,Ancient Germanic,"From the Germanic elements ermen ""whole, universal"" and ric ""ruler, mighty"". Ermenrich (also often called Ermanaric) was a 4th-century Gothic king."
Royal,ESTHER,f,"English, French, Spanish, Dutch, German, Danish, Norwegian, Swedish, Jewish, Biblical, Biblical Latin, Biblical Greek","Possibly means ""star"" in Persian. Alternatively it could be a derivative of the name of the Near Eastern goddess ISHTAR. The Book of Esther in the Old Testament tells the story of Queen Esther, the Jewish wife of the king of Persia. The king's advisor Haman persuaded the king to exterminate all the Jews in the realm. Warned of this plot by her cousin Mordecai, Esther revealed her Jewish ancestry and convinced the king to execute Haman instead. Her original Hebrew name was Hadassah.... [more]"
Royal,ÉTAÍN,f,"Irish, Irish Mythology","Possibly derived from Old Irish ét meaning ""jealousy"". In Irish mythology she is the subject of the 9th-century tale The Wooing of Étaín. She was the wife of Midir, but his jealous first wife Fuamnach transformed her into a fly. She was accidentally swallowed, and then reborn to the woman who swallowed her. After she grew again to adulthood she married the Irish high king Eochaid Airem, having no memory of Midir. Midir and Étaín were eventually reunited after Midir defeated Eochaid in a game of chess."
Royal,EUDES,m,Medieval French,Old French form of Audo (see OTTO). This was the name of an 8th-century French saint. It was also borne by a 9th-century French king.
Royal,EUDOCIA,f,Ancient Greek (Latinized),"Latinized form of the Greek name Εὐδοκία (Eudokia), derived from the word εὐδοκέω (eudokeo) meaning ""to be well pleased, to be satisfied"", itself derived from εὖ (eu) meaning ""good"" and δοκέω (dokeo) meaning ""to think, to imagine, to suppose"". This name was common among Byzantine royalty. Saint Eudocia was the wife of the 5th-century emperor Theodosius II."
Royal,EUROPA,f,Greek Mythology (Latinized),"Latinized form of Greek Εὐρώπη (Europe), which meant ""wide face"" from εὐρύς (eurys) meaning ""wide"" and ὄψ (ops) meaning ""face, eye"". In Greek mythology Europa was a Phoenician princess who was abducted and taken to Crete by Zeus in the guise of a bull. She became the first queen of Crete, and later fathered Minos by Zeus. The continent of Europe is named for her. This is also the name of a moon of Jupiter."
Royal,EVARISTUS,m,Ancient Greek (Latinized),"Latinized form of the Greek name Εὐάριστος (Euaristos) meaning ""well pleasing"" from the Greek word εὐάρεστος (euarestos), derived from εὖ (eu) meaning ""good, well"" and ἀρεστός (arestos) meaning ""pleasing"". This was the name of the fifth pope, supposedly martyred under Emperor Hadrian."
Royal,FARAMUND,m,Ancient Germanic,"Derived from the Germanic elements fara ""journey"" and mund ""protection"". This was the name of a semi-legendary 5th-century king of the Franks."
Royal,FARUQ,m,Arabic,"Means ""person who can tell right from wrong"" in Arabic. This was the name of the last king of Egypt (1920-1965)."
Royal,FAUSTIN,m,French,"French form ofFaustinus (see FAUSTINO). It is currently more common in French-speaking Africa and the French Caribbean than it is in France. A famous bearer was Faustin Soulouque (1782-1867), a president and then emperor of Haiti."
Royal,FEARGHAL,m,Irish,"Means ""man of valour"", derived from the Irish elements fear ""man"" and gal ""valour"". This was the name of an 8th-century king of Ireland."
Royal,FEIDELM,f,Irish Mythology,"Possibly a feminine form of FEIDLIMID. This name is borne by several women in Irish legend including Feidelm Noíchrothach, a daughter of Conchobhar the king of Ulster."
Royal,FEREYDOUN,m,"Persian, Persian Mythology","Means ""the third"" in Persian. In the 10th-century Persian epic the Shahnameh this is the name of a virtuous king who ruled for 500 years."
Royal,FIACHNA,m,Irish,"Derived from Irish fiach meaning ""raven"". This was the name of a king in Irish legend."
Royal,FITZROY,m,English (Rare),"From an English surname meaning ""son of the king"" in Old French, originally given to illegitimate sons of monarchs."
Royal,FLAITHRÍ,m,Irish,"Means ""king of princes"" from Gaelic flaith ""prince"" and rí ""king""."
Royal,FLANN,m & f,Irish,"Means ""red"" in Irish Gaelic. This was the name of a 9th-century king of Tara in Ireland."
Royal,FLAVIUS,m,Ancient Roman,"Roman family name meaning ""golden"" or ""yellow-haired"" from Latin flavus ""yellow, golden"". Flavius was the family name of the 1st-century Roman emperors Vespasian, Titus and Domitian. It was used as a personal name by several later emperors, notably by Constantine."
Royal,FLORIAN,m,"German, French, Romanian, Polish","From the Roman cognomen Florianus, a derivative of FLORUS. This was the name of a short-lived Roman emperor of the 3rd century. It was also borne by Saint Florian, a martyr of the 3rd century, the patron saint of Poland and Upper Austria."
Royal,FREDERICK,m,English,"English form of a Germanic name meaning ""peaceful ruler"", derived from frid ""peace"" and ric ""ruler, mighty"". This name has long been common in continental Germanic-speaking regions, being borne by rulers of the Holy Roman Empire, Germany, Austria, Scandinavia, and Prussia. Notables among these rulers include the 12th-century Holy Roman emperor and crusader Frederick I Barbarossa, the 13th-century emperor and patron of the arts Frederick II, and the 18th-century Frederick II of Prussia, known as Frederick the Great.... [more]"
Royal,FREDRIK,m,"Swedish, Norwegian, Finnish",Swedish and Norwegian form of FREDERICK. This was the name of an 18th-century king of Sweden.
Royal,FUMIHITO,m,Japanese,"From Japanese 文 (fumi) meaning ""writing"" and 仁 (hito) meaning ""compassionate"". A notable bearer is the Japanese crown prince Fumihito (1965-), the younger brother of Emperor Naruhito. This name can also be formed from other combinations of kanji."
Royal,GAD,m,"Biblical, Biblical Greek, Biblical Hebrew","Means ""fortune, luck"" in Hebrew. In the Old Testament, Gad is the first son of Jacob by Leah's slave-girl Zilpah, and the ancestor of one of the twelve tribes of the Israelites. His name is explained in Genesis 30:11. Another Gad in the Old Testament is a prophet of King David."
Royal,GAIANA,f,Ancient Greek (Latinized),"Latinized form of the Greek name Γαϊανή (Gaiane), a derivative of GAIA. This was the name of a (perhaps fictional) martyr who was killed in Armenia during the persecutions of Emperor Diocletian in the late 3rd century."
Royal,GAIUS,m,"Ancient Roman, Biblical Latin, Biblical","Roman praenomen, or given name, of uncertain meaning. It is possibly derived from Latin gaudere ""to rejoice"", though it may be of unknown Etruscan origin. This was a very common Roman praenomen, the most famous bearers being Gaius Julius Caesar, the great leader of the Roman Republic, and his adopted son Gaius Octavius (later known as Augustus), the first Roman emperor. This name also appears in the New Testament belonging to a bishop of Ephesus who is regarded as a saint."
Royal,GAWAIN,m,"Welsh, Arthurian Romance","Meaning uncertain, from the Latin form Walganus used by the 12th-century chronicler Geoffrey of Monmouth. This was the name of a nephew of King Arthur and one of the Knights of the Round Table in Arthurian legend. He can be identified with the earlier Welsh hero Gwalchmei, and it is likely that the name derives from GWALCHMEI. Alternatively it may have a different Celtic or even a Germanic origin. Gawain was a popular hero in medieval stories such as the 14th-century romantic poem Sir Gawain and the Green Knight."
Royal,GENTIAN,m,Albanian,"From the name of the flowering plant called the gentian, the roots of which are used to create a tonic. It is derived from the name of the Illyrian king GENTIUS, who supposedly discovered its medicinal properties."
Royal,GENTIUS,m,Albanian,"Possibly means ""to beget"" in Illyrian. This was the name of a 2nd-century BC Illyrian king who went to war with Rome."
Royal,GEORGE,m,"English, Romanian","From the Greek name Γεώργιος (Georgios), which was derived from the Greek word γεωργός (georgos) meaning ""farmer, earthworker"", itself derived from the elements γῆ (ge) meaning ""earth"" and ἔργον (ergon) meaning ""work"". Saint George was a 3rd-century Roman soldier from Palestine who was martyred during the persecutions of Emperor Diocletian. Later legends describe his defeat of a dragon, with which he was often depicted in medieval art.... [more]"
Royal,GEORGIA,f,"English, Greek","Latinate feminine form of GEORGE. This is the name of an American state, which was named after the British king George II. A famous bearer was the American painter Georgia O'Keeffe (1887-1986)."
Royal,GÉZA,m,Hungarian,"From Gyeücsa, possibly derived from a diminutive form of the Hungarian noble title gyevü or gyeü, itself from Turkic jabgu. This was the name of a 10th-century leader of the Hungarians, the father of the first king István."
Royal,GILGAMESH,m,"Sumerian Mythology, Semitic Mythology","Possibly means ""the ancestor is a hero"", from Sumerian 𒉋𒂵 (bilga) meaning ""ancestor"" and 𒈩 (mes) meaning ""hero, young man"". This was the name of a Sumerian hero, later appearing in the Akkadian poem the Epic of Gilgamesh. Gilgamesh, with his friend Enkidu, battled the giant Humbaba and stopped the rampage of the Bull of Heaven, besides other adventures. Gilgamesh was probably based on a real person: a king of Uruk who ruled around the 27th century BC."
Royal,GISELLE,f,"French, English (Modern)","Derived from the Germanic word gisil meaning ""hostage, pledge"". This name may have originally been a descriptive nickname for a child given as a pledge to a foreign court. It was borne by a daughter of the French king Charles III who married the Norman leader Rollo in the 10th century. The name was popular in France during the Middle Ages (the more common French form is Gisèle). Though it became known in the English-speaking world due to Adolphe Adam's ballet Giselle (1841), it was not regularly used until the 20th century."
Royal,GLORIA,f,"English, Spanish, Italian, German","Means ""glory"", from the Portuguese and Spanish titles of the Virgin Mary Maria da Glória and María de Gloria. Maria da Glória (1819-1853) was the daughter of the Brazilian emperor Pedro I, eventually becoming queen of Portugal as Maria II.... [more]"
Royal,GLORIANA,f,English (Rare),"Elaborated form of Latin gloria meaning ""glory"". In Edmund Spenser's poem The Faerie Queene (1590) this was the name of the title character, a representation of Queen Elizabeth I."
Royal,GODWINE,m,Anglo-Saxon,"Means ""friend of god"", derived from Old English god combined with wine ""friend"". This was the name of the powerful 11th-century Earl of Wessex, the father of King Harold II of England."
Royal,GORDIAN,m,History,"From the Roman cognomen Gordianus meaning ""from Gordium"", Gordium being the capital of Phrygia in Asia Minor. This is the name by which three Roman emperors are known."
Royal,GRATIAN,m,History,"From the Roman name Gratianus, which meant ""grace"" from Latin gratus. Saint Gratian was the first bishop of Tours (4th century). This was also the name of a Roman emperor."
Royal,GUINEVERE,f,Arthurian Romance,"From the Norman French form of the Welsh name Gwenhwyfar meaning ""white phantom"", ultimately from the Old Celtic roots *windos meaning ""fair, white, blessed"" (modern Welsh gwen) and *sebros meaning ""phantom, magical being"". In Arthurian legend she was the beautiful wife of King Arthur. According to the 12th-century chronicler Geoffrey of Monmouth, she was seduced by Mordred before the battle of Camlann, which led to the deaths of both Mordred and Arthur. According to the 12th-century French poet Chrétien de Troyes, she engaged in an adulterous affair with Sir Lancelot.... [more]"
Royal,GULBADAN,f,Urdu (Rare),"Means ""having a body like a rose"" in Persian. This was the name of a daughter of the Mughal emperor Babur."
Royal,GULRUKH,f,Urdu,"Means ""rose faced"" in Persian. This was the name of a wife of the Mughal emperor Babur."
Royal,GÜNTHER,m,"German, Germanic Mythology","From the Germanic name Gundahar, derived from the elements gund ""war"" and hari ""army, warrior"". This was the name of a semi-legendary 5th-century Burgundian king. He appears in the Germanic saga the Nibelungenlied, which has him wooing the Icelandic queen Brünhild. He wins her hand in marriage with the help of the hero Siegfried. He ultimately betrays Siegfried, but Siegfried's widow Kriemhild (Günther's sister) takes her revenge upon him."
Royal,GUNTRAM,m,German,"Means ""war raven"" from the Germanic elements gund ""war"" and hramn ""raven"". This was the name of a 6th-century Frankish king."
Royal,GWENDOLEN,f,Welsh,"Means ""white ring"", derived from the Welsh elements gwen meaning ""white, fair, blessed"" and dolen meaning ""ring, loop"". This was the name of a mythical queen of the Britons who defeated her husband in battle, as told by Geoffrey of Monmouth."
Royal,GWRTHEYRN,m,Ancient Welsh,"Means ""supreme king"" from Welsh gor meaning ""over"" and teyrn meaning ""king, monarch"". It is possible that this is not a name, but a title. According to medieval chroniclers, Gwrtheyrn (also known as Vortigern) was a 5th-century king of the Britons. It was he who invited the brothers Hengist and Horsa to Britain, which eventually led to the Anglo-Saxon conquest of England."
Royal,GYNETH,f,Literature,Perhaps a variant of GWYNETH. Sir Walter Scott used this name for the daughter of King Arthur in his work The Bridal of Triermain (1813).
Royal,GYÖNGYVÉR,f,Hungarian,"Means ""sister of pearl"", from Hungarian gyöngy ""pearl"" and testvér ""sibling"". This name was created by the Hungarian poet János Arany for a character in his poem The Death of King Buda (1864)."
Royal,HADASSAH,f,"Biblical, Hebrew, Biblical Hebrew","From Hebrew הֲדַס (hadas) meaning ""myrtle tree"". In the Old Testament this is the Hebrew name of Queen Esther."
Royal,HADRIAN,m,History,"From the Roman cognomen Hadrianus, which meant ""from Hadria"" in Latin. Hadria was the name of two Roman settlements. The first (modern Adria) is in northern Italy and was an important Etruscan port town. The second (modern Atri) is in central Italy and was named after the northern town. The Adriatic Sea is also named after the northern town.... [more]"
Royal,HAGGITH,f,Biblical,"Means ""festive"" in Hebrew, derived from the root חָגַג (chagag). In the Old Testament this is the name of one of King David's wives."
Royal,HAKAN,m,Turkish,"Means ""emperor, ruler"" in Turkish."
Royal,HAMAN,m,"Biblical, Biblical Hebrew","Meaning uncertain, of Persian origin. In the Book of Esther in the Old Testament Haman, called the Agagite, is an adviser to the Persian king. He plots to have all the Jews in the realm executed, but is foiled by Queen Esther."
Royal,HAMMURABI,m,"Babylonian (Anglicized), History","From Akkadian Hammu-rapi, probably derived from Amorite, another Semitic language. Various meanings, such as ""uncle is a healer"", have been suggested.... [more]"
Royal,HARSHA,m,"Indian, Kannada, Telugu, Sanskrit","Means ""happiness"" in Sanskrit. This was the name of a 7th-century emperor of northern India. He was also noted as an author."
Royal,HAZAEL,m,Biblical,"Means ""God sees"" in Hebrew. This is the name of a king of Aram in the Old Testament."
Royal,HECTOR,m,"English, French, Greek Mythology (Latinized), Arthurian Romance","Latinized form of Greek Ἕκτωρ (Hektor), which was derived from ἕκτωρ (hektor) meaning ""holding fast"", ultimately from ἔχω (echo) meaning ""to hold, to possess"". In Greek legend Hector was one of the Trojan champions who fought against the Greeks. After he killed Achilles' friend Patroclus in battle, he was himself brutally slain by Achilles, who proceeded to tie his dead body to a chariot and drag it about. This name also appears in Arthurian legends where it belongs to King Arthur's foster father.... [more]"
Royal,HECUBA,f,Greek Mythology (Latinized),"Latinized form of Greek Ἑκάβη (Hekabe), which is of uncertain meaning. According to Greek mythology this was the name of the primary wife of King Priam of Troy. By him she was the mother of Hector, Paris, Cassandra and many others."
Royal,HEDWIG,f,German,"From the Germanic name Hadewig, derived from the Germanic elements hadu ""battle, combat"" and wig ""war"". This was the name of a 13th-century German saint, the wife of the Polish duke Henry the Bearded. It was subsequently borne by a 14th-century Polish queen (usually known by her Polish name Jadwiga) who is now also regarded as a saint."
Royal,HEIMIR,m,"Norse Mythology, Icelandic",Norse cognate of HAMA. In the Volsungasaga he is a king of Hlymdalir.
Royal,HELEN,f,"English, Swedish, Norwegian, Danish, Estonian, Greek Mythology (Anglicized)","English form of the Greek Ἑλένη (Helene), probably from Greek ἑλένη (helene) meaning ""torch"" or ""corposant"", or possibly related to σελήνη (selene) meaning ""moon"". In Greek mythology Helen was the daughter of Zeus and Leda, whose kidnapping by Paris was the cause of the Trojan War. The name was also borne by the 4th-century Saint Helena, mother of the Roman emperor Constantine, who supposedly found the True Cross during a trip to Jerusalem.... [more]"
Royal,HENRIETTA,f,"English, Hungarian, Finnish, Swedish","Latinate form of HENRIETTE. It was introduced to England by Henriette Marie, the wife of the 17th-century English king Charles I. The name Henriette was also Anglicized as Harriet, a form that was initially more popular."
Royal,HEPHZIBAH,f,Biblical,"Means ""my delight is in her"" in Hebrew. In the Old Testament she is the wife of King Hezekiah of Judah and the mother of Manasseh."
Royal,HERA,f,Greek Mythology,"Uncertain meaning, possibly from Greek ἥρως (heros) meaning ""hero, warrior""; ὥρα (hora) meaning ""period of time""; or αἱρέω (haireo) meaning ""to be chosen"". In Greek mythology Hera was the queen of the gods, the sister and wife of Zeus. She presided over marriage and childbirth."
Royal,HERACLIUS,m,Ancient Greek (Latinized),"Latinized form of the Greek personal name Ἡράκλειος (Herakleios), which was derived from the name of the Greek hero HERAKLES. This was the name of a 7th-century Byzantine emperor, known for his victories over the Sassanid Persian Empire. This name was also borne by two early saints."
Royal,HERMENEGILDO,m,"Spanish, Portuguese","Spanish and Portuguese form of a Visigothic name meaning ""complete sacrifice"", from the Germanic elements ermen ""whole, entire"" and gild ""sacrifice, value"". It was borne by a 6th-century saint, the son of Liuvigild the Visigothic king of Hispania."
Royal,HEROD,m,Biblical,"From the Greek name Ἡρῴδης (Herodes), which probably means ""song of the hero"" from ἥρως (heros) meaning ""hero, warrior"" combined with ᾠδή (ode) meaning ""song, ode"". This was the name of several rulers of Judea during the period when it was part of the Roman Empire. This includes two who appear in the New Testament: Herod the Great, the king who ordered the slaughter of the children, and his son Herod Antipas, who had John the Baptist beheaded."
Royal,HEZEKIAH,m,Biblical,"From the Hebrew name חִזְקִיָהוּ (Chizqiyahu), which means ""YAHWEH strengthens"", from the roots חָזַק (chazaq) meaning ""to strength"" and יָה (yah) referring to the Hebrew God. This name was borne by a powerful king of Judah who reigned in the 8th and 7th centuries BC. Also in the Old Testament, this is the name of an ancestor of the prophet Zephaniah."
Royal,HIPPOLYTE (1),f,Greek Mythology,"Feminine form of HIPPOLYTOS. In Greek legend Hippolyte was the daughter of Ares, and the queen of the Amazons. She was killed by Herakles in order to obtain her magic girdle."
Royal,HIRAM,m,"Biblical, Biblical Hebrew, English","Probably of Phoenician origin, though it could be from Hebrew meaning ""exalted brother"". This was the name of a king of Tyre in the Old Testament. As an English given name, Hiram came into use after the Protestant Reformation. In the 17th century the Puritans brought it to America, where it gained some currency."
Royal,HIROHITO,m,Japanese,"From Japanese 裕 (hiro) meaning ""abundant"" and 人 (hito) meaning ""person"" or 仁 (hito) meaning ""compassionate"". Hirohito (1901-1989), name written 裕仁, was the emperor of Japan from 1926 to 1989. Different combinations of kanji can also form this name."
Royal,HONORIUS,m,Late Roman,"Late Latin name meaning ""honour"". This was the name of an emperor of the Western Roman Empire. It was also borne by a few early saints and four popes."
Royal,HOSHEA,m,"Biblical, Biblical Hebrew","From the Hebrew name הוֹשֵׁעַ (Hoshe'a) meaning ""salvation"", from the root יָשַׁע (yasha'). In the Old Testament at Numbers 13:16, Moses gives the spy Hoshea the new name Yehoshu'a (see JOSHUA), which has a related origin. This name was also borne by an 8th-century BC king of Israel, who was the last ruler of that state before it was conquered by Assyria."
Royal,HRÓARR,m,Ancient Scandinavian,"Old Norse name, derived from the element hróðr ""fame"" combined with either geirr ""spear"" (making it a relation of HRÓÐGEIRR), arr ""warrior"" or varr ""vigilant, cautious"". This is the name of a legendary Danish king, the same one who is featured in the Anglo-Saxon poem Beowulf with the name Hroðgar."
Royal,HROÐGAR,m,Anglo-Saxon,Old English cognate of Hrodger (see ROGER). The name became unused after the Normans introduced Hrodger after their invasion. In the Old English poem Beowulf this is the name of the Danish king.
Royal,HUANGDI,m,Chinese Mythology,"From Chinese 黄 (huáng) meaning ""yellow"" and 帝 (dì) meaning ""god, emperor"". This is the Chinese name for the Yellow Emperor, a mythical ruler and deity who is said to have reigned in the 3rd millennium BC. He is regarded as the ancestor of the Chinese people."
Royal,HUANGLONG,m,Chinese Mythology,"From Chinese 黄 (huáng) meaning ""yellow"" and 龙 (lóng) meaning ""dragon"". This is the Chinese name for the Yellow Dragon, who is considered the animal form of the mythical Yellow Emperor Huangdi."
Royal,HUGH,m,English,"From the Germanic element hug meaning ""heart, mind, spirit"". It was common among Frankish and French nobility, being borne by Hugh Capet, a 10th-century king of France who founded the Capetian dynasty. The Normans brought the name to England and it became common there, even more so after the time of the 12th-century bishop Saint Hugh of Lincoln, who was known for his charity. This was also the name of kings of Cyprus and the crusader kingdom of Jerusalem. The name is used in Ireland and Scotland as the Anglicized form of Aodh and Ùisdean."
Royal,HUSAYN,m,Arabic,"Diminutive of HASAN. Husayn ibn Ali (also commonly transliterated Hussein) was the son of Ali and the grandson of the Prophet Muhammad. His older brother was named Hasan. The massacre of Husayn and his family was a major event in the split between Shia and Sunni Muslims, which continues to this day. In more recent times this was the name of a king of Jordan (1935-1999)."
Royal,HYE,m,Korean,"From Sino-Korean 慧 (hye) meaning ""bright, intelligent"" or other characters that are pronounced in the same way. Although it does appear rarely as a single-character name, it is more often used in combination with another character. A notable bearer was a 6th-century king of Baekje."
Royal,HYWEL,m,Welsh,"Means ""eminent"" in Welsh. This was the name of a 10th-century king of Wales."
Royal,IDRIL,f,Literature,"Means ""sparkle brilliance"" in Sindarin. In the Silmarillion (1977) by J. R. R. Tolkien, Idril was the daughter of Turgon, the king of Gondolin. She escaped the destruction of that place with her husband Tuor and sailed with him into the west."
Royal,IGNATIUS,m,Late Roman,"From the Roman family name Egnatius, meaning unknown, of Etruscan origin. The spelling was later altered to resemble Latin ignis ""fire"". This was the name of several saints, including the third bishop of Antioch who was thrown to wild beasts by Emperor Trajan, and by Saint Ignatius of Loyola (1491-1556), founder of the Jesuits, whose real birth name was in fact Íñigo."
Royal,IGRAINE,f,Arthurian Romance,"Meaning unknown, from Igerna, the Latinized form of Welsh Eigyr. In Arthurian legend she is the mother of King Arthur by Uther Pendragon and the mother of Morgan le Fay by Gorlois. The Welsh form Eigyr or Eigr was rendered into Latin as Igerna by the 12th-century chronicler Geoffrey of Monmouth."
Presidential,ABRAHAM,m,"English, Hebrew, Spanish, French, Dutch, German, Swedish, Norwegian, Danish, Biblical, Biblical Latin","This name may be viewed either as meaning ""father of many"" in Hebrew or else as a contraction of ABRAM (1) and הָמוֹן (hamon) meaning ""many, multitude"". The biblical patriarch Abraham was originally named Abram but God changed his name (see Genesis 17:5). With his father Terah, he led his wife Sarah, his nephew Lot and their other followers from Ur into Canaan. He is regarded by Jews as being the founder of the Hebrews through his son Isaac and by Muslims as being the founder of the Arabs through his son Ishmael.... [more]"
Presidential,ANDREW,m,"English, Biblical","English form of the Greek name Ἀνδρέας (Andreas), which was derived from ἀνδρεῖος (andreios) meaning ""manly, masculine"", a derivative of ἀνήρ (aner) meaning ""man"". In the New Testament the apostle Andrew, the first disciple to join Jesus, is the brother of Simon Peter. According to tradition, he later preached in the Black Sea region, with some legends saying he was crucified on an X-shaped cross. Andrew, being a Greek name, was probably only a nickname or a translation of his real Hebrew name, which is not known.... [more]"
Presidential,ANWAR,m,"Arabic, Urdu, Indonesian","Means ""brighter, more luminous"" in Arabic. This name was borne by Egyptian president Anwar Sadat (1918-1981), who was assassinated three years after being awarded the Nobel Peace Prize."
Presidential,BARACK,m,Arabic,"Alternate transcription of Arabic باراك (see BARAK (2)). A famous bearer is former American president Barack Obama (1961-), who was named after his Kenyan father."
Presidential,BENITO,m,"Spanish, Italian","Spanish form of BENEDICT. This name was borne by Mexican president Benito Juárez, and also by Benito Mussolini (who was named after Juárez), the fascist dictator of Italy during World War II."
Presidential,BILL,m,English,"Short form of WILLIAM. This spelling was first used in the 19th century. The change in the initial consonant may have been influenced by an earlier Irish pronunciation of the name. Famous bearers include basketball player Bill Russell (1934-), comedian Bill Cosby (1937-), American president Bill Clinton (1946-), and Microsoft founder Bill Gates (1955-)."
Presidential,CARTER,m,English,"From an English surname that meant ""one who uses a cart"". A famous bearer of the surname is former American president Jimmy Carter (1924-)."
Presidential,CHAUNCEY,m,English,From a Norman surname of unknown meaning. It was used as a given name in American in honour of Harvard president Charles Chauncey (1592-1672).
Presidential,CLEVELAND,m,English,"From a surname that was derived from an Old English place name meaning ""hilly land"". This was the surname of American president Grover Cleveland (1837-1908). It is also the name of an American city, which was founded by surveyor Moses Cleaveland (1754-1806)."
Presidential,CLINTON,m,English,"From a surname that was originally from an Old English place name meaning ""settlement on the River Glyme"". A famous bearer of the surname is former American president Bill Clinton (1946-)."
Presidential,DAE-JUNG,m,Korean,"From Sino-Korean 大 (dae) meaning ""big, great, vast, large, high"" combined with 中 (jung) meaning ""middle"". Other combinations of hanja characters can form this name as well. A notable bearer was South Korean president Kim Dae-jung (1924-2009)."
Presidential,DALLAS,m & f,English,"From a surname that could either be of Old English origin meaning ""valley house"" or of Scottish Gaelic origin meaning ""meadow dwelling"". A city in Texas bears this name, probably in honour of American Vice President George M. Dallas (1792-1864)."
Presidential,DAVIS,m,English,"From a surname that was derived from the given name DAVID. A famous bearer of the surname was Jefferson Davis (1808-1889), the only president of the Confederate States of America."
Presidential,DELANO,m,English,"From a surname, recorded as de la Noye in French, indicating that the bearer was from a place called La Noue (ultimately Gaulish meaning ""wetland, swamp""). It has been used in honour of American president Franklin Delano Roosevelt (1882-1945), whose middle name came from his mother's maiden name."
Presidential,DWIGHT,m,English,"From an English surname that was derived from the medieval feminine name Diot, a diminutive of Dionysia, the feminine form of DIONYSIUS. In America it was sometimes given in honour of Yale president Timothy Dwight (1752-1817). A famous bearer was the American president Dwight D. Eisenhower (1890-1969)."
Presidential,ÉAMON,m,Irish,"Variant of ÉAMONN. This name was borne by American-born Irish president Éamon de Valera (1882-1975), whose birth name was Edward."
Presidential,ELEANOR,f,English,"From the Old French form of the Occitan name Alienòr. Among the name's earliest bearers was the influential Eleanor of Aquitaine (12th century), who was the queen of Louis VII, the king of France, and later Henry II, the king of England. She was named Aenor after her mother, and was called by the Occitan phrase alia Aenor ""the other AENOR"" in order to distinguish her from her mother. However, there appear to be examples of bearers prior to Eleanor of Aquitaine. It is not clear whether they were in fact Aenors who were retroactively recorded as having the name Eleanor, or whether there is an alternative explanation for the name's origin.... [more]"
Presidential,ESTHER,f,"English, French, Spanish, Dutch, German, Danish, Norwegian, Swedish, Jewish, Biblical, Biblical Latin, Biblical Greek","Possibly means ""star"" in Persian. Alternatively it could be a derivative of the name of the Near Eastern goddess ISHTAR. The Book of Esther in the Old Testament tells the story of Queen Esther, the Jewish wife of the king of Persia. The king's advisor Haman persuaded the king to exterminate all the Jews in the realm. Warned of this plot by her cousin Mordecai, Esther revealed her Jewish ancestry and convinced the king to execute Haman instead. Her original Hebrew name was Hadassah.... [more]"
